FID,GlobalID,Type,SubType,Name,Orig_Name,Source,Province,Prov_Code,District,Distr_Code,LAT,LONG,Data_year,x,y
1,35LNG902024_001,School,Community School,Kamuchanga Community School,kamuchanga comm school,ZamStats,Copperbelt,102,Chingola,102002,-12.6409000001,27.8310909268,2010,27.8310909268049,-12.6409000001349
2,35LNF881983_001,School,Community School,Kakalo Community School,kakalo comm school,ZamStats,Copperbelt,102,Chingola,102002,-12.6778099998,27.8117504118,2010,27.8117504117521,-12.6778099998316
3,35LNF931965_003,School Affiliated Infrastructure,Teachers Compound,Bwingimilonga Teachers Compound,teachers camp,ZamStats,Copperbelt,102,Chingola,102002,-12.69404,27.8579692841,2010,27.8579692840553,-12.6940400000459
4,35LPG025075_002,School,School,Amano Christian School,amano christian sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5939099996,27.944530487,2010,27.9445304869924,-12.5939099996467
5,35LNG641155_002,School,Basic School,Mambili Basic School,mambili basic,ZamStats,Copperbelt,102,Lufwanyama,102006,-12.5229499999,27.5899906156,2010,27.5899906155745,-12.5229499999425
6,35LNG690187_002,School,Basic School,Jackson phiri Basic School,jackson phiri basic,ZamStats,Copperbelt,102,Chingola,102002,-12.4941199996,27.6356506348,2010,27.635650634769,-12.4941199996382
7,35LNG726217_002,School,Pre-School,Pre-School,pre school,ZamStats,Copperbelt,102,Chingola,102002,-12.4666999996,27.6682300571,2010,27.6682300570715,-12.4666999996052
8,35LNG748152_002,School,Basic School,Ipafu Basic School,ipafu basic,ZamStats,Copperbelt,102,Chingola,102002,-12.5251099997,27.6891403199,2010,27.6891403198699,-12.5251099997267
9,35LPF646650_001,School Affiliated Infrastructure,Girls Dormitory,Ndola Girls Dormitory,ndola girls,ZamStats,Copperbelt,102,Kitwe,102010,-12.9760600004,28.5181999209,2010,28.5181999208897,-12.9760600003686
10,35LPF673767_001,School,Basic School,Kaniki Basic School,kaniki basic,ZamStats,Copperbelt,102,Ndola,102010,-12.8702899998,28.5424995423,2010,28.5424995423201,-12.8702899997836
11,35LPF727662_002,School,Basic School,Dola hill Basic School,dola hill basi,ZamStats,Copperbelt,102,Kitwe,102010,-12.9643299999,28.5925998688,2010,28.592599868789,-12.9643299999295
12,35LPF698655_001,School,School,Kwacha School,kwacha school,ZamStats,Copperbelt,102,Kitwe,102010,-12.9709700004,28.565799713,2010,28.5657997129864,-12.9709700003652
13,35LPF703650_001,School,Community School,Omni Community School,omni com shc,ZamStats,Copperbelt,102,Kitwe,102010,-12.9751800003,28.5701999663,2010,28.5701999662555,-12.9751800002568
14,35LPF654710_001,School Affiliated Infrastructure,School Compound,Wlw School Compound,school comp,ZamStats,Copperbelt,102,Kitwe,102010,-12.9213400004,28.5254993438,2010,28.5254993438197,-12.9213400004406
15,35LPF782742_001,School Affiliated Infrastructure,School Compound,Minsundu School Compound,school cmpnd,ZamStats,Copperbelt,102,Ndola,102010,-12.8916399996,28.6424007417,2010,28.6424007417009,-12.8916399995863
16,35LPF308511_001,School,School,Mansansa School,mansansa sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.1029799996,28.207099915,2010,28.2070999150291,-13.1029799996272
17,35LPF677514_001,School,Community School,Roma Community School,roma comm sch,ZamStats,Copperbelt,102,Ndola,102010,-13.0989400004,28.5475997928,2010,28.5475997927962,-13.0989400003807
18,35LPF721593_001,School Affiliated Infrastructure,Teachers Compound,Kafubu Teachers Compound,tcompound,ZamStats,Copperbelt,102,Ndola,102010,-13.0268899999,28.5874004366,2010,28.5874004365809,-13.0268899998736
19,35LPF626753_002,School,Community School,Kam Community School,comm sch kam,ZamStats,Copperbelt,102,Kitwe,102010,-12.88264,28.498699188,2010,28.4986991880172,-12.8826400000359
20,35LPF566634_002,School,Community School,Mayonde Community School,mayonde com sc,ZamStats,Copperbelt,102,Kitwe,102010,-12.9907099997,28.4440994265,2010,28.4440994265473,-12.9907099996667
21,35LPF623752_001,School,Nursery School,Kam Nursery School,nursary school,ZamStats,Copperbelt,102,Kitwe,102010,-12.8833399999,28.4962997437,2010,28.4962997437382,-12.883339999941
22,35LPF894521_002,School,Basic School,Turgagan Basic School,turgagan b sch,ZamStats,Copperbelt,102,Ndola,102010,-13.0905700002,28.7474002841,2010,28.7474002840959,-13.0905700002053
23,35LPF805511_001,School,Community School,Bearfoot Community School,bearfoot co sc,ZamStats,Copperbelt,102,Ndola,102010,-13.1008900004,28.665800095,2010,28.6658000949984,-13.1008900003732
24,35LPF841532_001,School,School,Chalubemba School,chalubemba sch,ZamStats,Copperbelt,102,Ndola,102010,-13.08103,28.698900223,2010,28.698900222967,-13.0810300000344
25,35LPF807514_001,School Affiliated Infrastructure,Girls Dormitory,Fatima Girls Dormitory,fatima girls,ZamStats,Copperbelt,102,Ndola,102010,-13.09784,28.6674995421,2010,28.6674995420703,-13.0978400000159
26,35LPF804512_001,School Affiliated Infrastructure,Teachers Compound,Fatima Teachers Compound,fatima teac co,ZamStats,Copperbelt,102,Ndola,102010,-13.0996000002,28.6644992832,2010,28.6644992832154,-13.0996000002398
27,35LPF817489_002,School,School,Tumelo nur School,tumelo nur sch,ZamStats,Copperbelt,102,Ndola,102010,-13.1201200004,28.6763992312,2010,28.6763992312396,-13.1201200004376
28,35LPF801517_002,School,Basic School,Yengwe Basic School,yengwe bas sch,ZamStats,Copperbelt,102,Ndola,102010,-13.0947800001,28.6613998417,2010,28.6613998417293,-13.0947800000969
29,35LPF348482_001,School,School,Kampelembe School,kampelembe sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.1287999996,28.2439994808,2010,28.2439994807914,-13.1287999996202
30,35LPF395519_001,School,Community School,Kasununu Community School,kasununu com s,ZamStats,Copperbelt,102,Luanshya,102005,-13.0957200003,28.2875995633,2010,28.2875995632693,-13.0957200002778
31,35LPF887585_002,School,Community School,School,comm school,ZamStats,Copperbelt,102,Ndola,102010,-13.0333100001,28.7404003147,2010,28.7404003147228,-13.0333100000564
32,35LPF658454_002,School,Basic School,Kafubu Basic School,kafubu b sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.1526099996,28.5305995943,2010,28.5305995942959,-13.1526099995518
33,35LPF659588_002,School,Basic School,Kasongo Basic School,kasongo b sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.03173,28.5305995943,2010,28.5305995942959,-13.0317300000394
34,35LPF418448_001,School,School,Chisokone School,chisokone sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.1594500002,28.3083992005,2010,28.3083992004628,-13.1594500002173
35,35LPF566769_001,School,Community School,Kawama Community School,kawama c schol,ZamStats,Copperbelt,102,Kitwe,102010,-12.8686200001,28.4440002439,2010,28.4440002439162,-12.8686200001129
36,35LPF704444_001,School,Community School,Orphanage Community School,orphanage com,ZamStats,Copperbelt,102,Ndola,102010,-13.16196,28.5729007725,2010,28.5729007724527,-13.161959999954
37,35LPF578675_001,School,School,St mary School,st mary schoo,ZamStats,Copperbelt,102,Kitwe,102010,-12.9532299998,28.4552001956,2010,28.4552001956326,-12.9532299997646
38,35LPF543626_001,School,School,Tulabula School,tulabula sch,ZamStats,Copperbelt,102,Kitwe,102010,-12.9975999999,28.4230003358,2010,28.4230003357969,-12.99759999994
39,35LPF519784_001,School,School,School,school u contr,ZamStats,Copperbelt,102,Kitwe,102010,-12.8550999999,28.4001998905,2010,28.4001998905126,-12.855099999865
40,35LPF251936_001,College,College,College,college reside,ZamStats,Copperbelt,102,Kitwe,102004,-12.7192200002,28.1530990598,2010,28.1530990597739,-12.7192200002028
41,35LPF281920_001,School,Secondary School,Agathas Secondary School,agathas fou sc,ZamStats,Copperbelt,102,Kitwe,102004,-12.7332000001,28.1800003048,2010,28.1800003047703,-12.7332000000799
42,35LPF281921_001,School,School,Life song School,life song sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.7329799998,28.1805992128,2010,28.1805992127835,-12.7329799998271
43,35LPF276921_001,School,School,Sepiso School,sepiso chr sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.7321700002,28.1756992341,2010,28.1756992341324,-12.7321700002453
44,35LPF379753_001,School,School,Cb inter School,cb inter sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.8842899997,28.2717990874,2010,28.271799087358,-12.8842899996837
45,35LPF370757_001,School,Community School,Community School,com dev colege,ZamStats,Copperbelt,102,Kitwe,102004,-12.8802100004,28.2632007601,2010,28.2632007601071,-12.8802100003912
46,35LPG077004_001,School,School,Fitanda School,fitanda sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6578199998,27.9922008516,2010,27.9922008515881,-12.6578199997931
47,35LPF152961_001,School,School,Kalusale School,kalusale sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6968700002,28.0618991852,2010,28.0618991851993,-12.6968700001503
48,35LPF374735_002,School,School,Limapela School,limapela sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.9003500002,28.2670993805,2010,28.267099380532,-12.9003500001523
49,35LPF187969_001,School,School,Mukulumpe School,mukulumpe sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6898700002,28.0935993197,2010,28.0935993196529,-12.6898700002003
50,35LPF070942_001,School,School,Musenga School,musenga sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7140399996,27.9862995147,2010,27.9862995147109,-12.7140399996462
51,35LPF069892_001,School,School,Chishilano School,chishilano sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7599400002,27.9852008822,2010,27.985200882215,-12.7599400002308
52,35LPF044978_001,School,Basic School,Milundu Basic School,milundu b sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6819999997,27.9622993468,2010,27.9622993468374,-12.6819999997002
53,35LPF591646_002,School,Community School,Chibwe Community School,chibwe c sch,ZamStats,Copperbelt,102,Luanshya,102005,-12.9795300003,28.4671001437,2010,28.4671001436568,-12.9795300003092
54,35LPF144914_001,School,School,Denovan School,denovan school,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7392300003,28.0538997651,2010,28.0538997650622,-12.7392300002642
55,35LPF602617_001,School,Community School,Elohimu Community School,elohimu c sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.0057499999,28.4776992799,2010,28.4776992798979,-13.0057499998625
56,35LPF222913_002,School,Basic School,Ichimpe Basic School,ichimpe b sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7400399998,28.1261005405,2010,28.1261005405076,-12.7400399998461
57,35LPF619610_001,School,Community School,Mansansa Community School,mansansa c sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.0123999999,28.4934997558,2010,28.4934997558091,-13.0123999998601
58,35LPF111876_002,School,School,Twikatane School,twikatane sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7738,28.0242004396,2010,28.0242004395986,-12.77379999997
59,35LPF509829_001,School,Community School,Katuka Community School,katuka comm sc,ZamStats,Copperbelt,102,Kitwe,102004,-12.8146299997,28.3913002013,2010,28.3913002013433,-12.8146299996747
60,35LPF050812_001,School,Community School,Lunga Community School,lunga comm sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8320099999,27.9678993227,2010,27.9678993226956,-12.8320099998616
61,35LPF391764_001,School,School,Kafue School,kafue brg sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.8737399997,28.2828998564,2010,28.2828998564433,-12.8737399997012
62,35LPF220957_002,School,Basic School,Luela Basic School,luela b sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7003,28.123800278,2010,28.1238002779605,-12.7003000000449
63,35LPG166025_001,School,School,Providence School,providence sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6390199998,28.0744991304,2010,28.0744991304306,-12.6390199997731
64,35LPF218959_001,School Affiliated Infrastructure,Teachers Compound,Luela Teachers Compound,teachers comp,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6980499997,28.1226997371,2010,28.1226997371032,-12.6980499997077
65,35LPF440799_001,School,Community School,Chipashi Community School,chipashi c sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.8417199998,28.3271007535,2010,28.327100753497,-12.8417199997781
66,35LPF412898_001,School,School,Mutupa School,mutupa school,ZamStats,Copperbelt,102,Kitwe,102004,-12.7523999997,28.3008995057,2010,28.3008995057077,-12.7523999996602
67,35LPF368836_001,College,College,Vic b College,vic b college,ZamStats,Copperbelt,102,Kitwe,102004,-12.8090699996,28.2607002257,2010,28.2607002257349,-12.8090699995807
68,35LPF443447_001,School,School,Kamishishi School,kamishishi sch,ZamStats,Copperbelt,102,Luanshya,102005,-13.1600799996,28.3316993711,2010,28.3316993711291,-13.1600799995923
69,35LNG532209_001,School,School,Kawowelo School,kawowelo sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4746300002,27.4895992281,2010,27.4895992281219,-12.4746300001743
70,35LPG244049_002,School,School,Lukoshi School,lukoshi school,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6170900002,28.1455001833,2010,28.1455001832869,-12.6170900002033
71,35LPG221061_002,School,School,Luongo School,luongo school,ZamStats,Copperbelt,102,Kalulushi,102003,-12.6064400001,28.1245002743,2010,28.1245002742683,-12.6064400001059
72,35LPF318664_001,School,Basic School,Lupili Basic School,lupili bs sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.9648299996,28.2159004207,2010,28.2159004206679,-12.9648299996048
73,35LNG891143_001,School,Basic School,Mushishima Basic School,mushishima bsc,ZamStats,Copperbelt,102,Chingola,102002,-12.5333700002,27.8209991458,2010,27.820999145794,-12.5333700002253
74,35LPF271913_001,School,Basic School,Garneton Basic School,garneton basic,ZamStats,Copperbelt,102,Kitwe,102004,-12.7400799999,28.1709003447,2010,28.1709003446752,-12.740079999892
75,35LPF551444_002,School,Basic School,Mama rosa Basic School,mama rosa basi,ZamStats,Copperbelt,102,Luanshya,102005,-13.1622000002,28.4312000278,2010,28.4312000277591,-13.1622000002298
76,35LPF271929_001,School,Basic School,Mwambashi Basic School,mwambashi basi,ZamStats,Copperbelt,102,Kitwe,102004,-12.7256999996,28.1716003419,2010,28.1716003418823,-12.7256999995553
77,35LPF553439_002,School,Community School,Noahs ark Community School,noahs ark com,ZamStats,Copperbelt,102,Luanshya,102005,-13.1667299996,28.4332008358,2010,28.43320083585,-13.1667299995898
78,35LPF270929_001,School Affiliated Infrastructure,Teachers Compound,Teachers Compound,school houses,ZamStats,Copperbelt,102,Kitwe,102004,-12.72493,28.1706008911,2010,28.1706008911183,-12.7249300000194
79,35LPF073804_001,School,School,Chembe School,chembe school,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8386999999,27.9890995026,2010,27.98909950264,-12.838699999905
80,35LPF477789_001,College,College,Mwekera College,college comp,ZamStats,Copperbelt,102,Kitwe,102004,-12.8509799996,28.3617992402,2010,28.3617992402428,-12.8509799996272
81,35LPF111813_001,School,School,Kalisha School,kalisha school,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8311200002,28.0240993504,2010,28.0240993504048,-12.8311200001878
82,35LPF079859_002,School,School,Lushimba School,lushimba schol,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7896499997,27.9946994785,2010,27.9946994784982,-12.7896499997477
83,35LPF474787_001,School,School,Mwekera School,mwekera school,ZamStats,Copperbelt,102,Kitwe,102004,-12.8530699998,28.3584003452,2010,28.3584003451998,-12.8530699997806
84,35LPF072803_002,School Affiliated Infrastructure,Teachers Compound,Chembe Teachers Compound,teachers comp,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8398699999,27.9881000519,2010,27.988100051876,-12.8398699999005
85,35LNF967893_002,School,Secondary School,Chiwembashi Secondary School,chiwembashi sc,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7587300002,27.8908996578,2010,27.890899657793,-12.7587300001893
86,35LNF927866_001,School,School,Chiwempala School,chiwempala sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7831100003,27.8549003602,2010,27.8549003601635,-12.7831100003262
87,35LNF917917_003,School,Community School,Chipuya Community School,chipuya cm sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7378100004,27.8453998564,2010,27.8453998564183,-12.7378100004311
88,35LPF445761_001,School,Basic School,Kamfinsa Basic School,kamfinsa basic,ZamStats,Copperbelt,102,Kitwe,102004,-12.8767799996,28.331899643,2010,28.3318996429542,-12.8767799995973
89,35LNF996858_001,School,Community School,Katuta Community School,katuta com sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7909100003,27.918199539,2010,27.9181995389776,-12.7909100002962
90,35LPF450727_001,School,School,Mission School,mission sch,ZamStats,Copperbelt,102,Kitwe,102004,-12.9070499998,28.3374004362,2010,28.3374004361812,-12.9070499997576
91,35LPF445760_001,School Affiliated Infrastructure,Teachers Compound,Kamfinsa Teachers Compound,teachers comp,ZamStats,Copperbelt,102,Kitwe,102004,-12.8775999996,28.3323993683,2010,28.3323993683362,-12.8775999996402
92,35LNG779358_001,School,Basic School,Butando Basic School,butondo b sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3391399996,27.716600418,2010,27.716600417975,-12.3391399996112
93,35LNG859386_001,School,Basic School,Kasapa Basic School,kasapa b sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3133700001,27.7908992767,2010,27.7908992766803,-12.3133700001254
94,35LNG854431_001,School,School,N konkola School,n konkola sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.27298,27.7861003872,2010,27.7861003872231,-12.2729800000269
95,35LNG720356_001,School Affiliated Infrastructure,Teachers Compound,Malubeni Teachers Compound,teachers compd,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.34104,27.6629009246,2010,27.662900924638,-12.341039999996
96,35LNG852268_001,School,Basic School,Kanenga Basic School,kanenga b sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.4201499996,27.7845993045,2010,27.7845993045144,-12.4201499996228
97,35LNG719356_001,School,Basic School,Malubeni Basic School,malubeni b sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3408199997,27.6618995664,2010,27.6618995664119,-12.3408199997431
98,35LNG826304_001,School,Basic School,Miteta Basic School,miteta b sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3874400003,27.7605991366,2010,27.7605991366409,-12.3874400002558
99,35LNF947789_001,School,Basic School,Chati Basic School,basic sch comp,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8527300003,27.8729991912,2010,27.8729991911598,-12.8527300002892
100,35LNF991776_001,School,Middle School,Chati Middle School,chati mid bas,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8643100001,27.9137992857,2010,27.9137992857085,-12.8643100001064
101,35LNF946789_001,School,Basic School,Kafubu Basic School,kafubu bsch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8526799998,27.8721008305,2010,27.872100830489,-12.8526799997821
102,35LNF953772_002,School,Nursery School,Kafubu Nursery School,kafubu nursery,ZamStats,Copperbelt,102,Kalulushi,102003,-12.86813,27.8784008027,2010,27.878400802655,-12.8681299999994
103,35LNG351313_002,School,Basic School,Kangwena Basic School,kangwena bsc,ZamStats,Copperbelt,102,Chingola,102002,-12.3801300004,27.3230991366,2010,27.3230991366159,-12.3801300003992
104,35LNF969763_001,School,Community School,Nkokomi Community School,nkokomi comsc,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8761999998,27.8934001922,2010,27.8934001921652,-12.8761999998301
105,35LNF947785_001,School Affiliated Infrastructure,Teachers Compound,Kafubu Teachers Compound,teachers comp,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8566300003,27.873500824,2010,27.8735008240039,-12.8566300002743
106,35LNG506395_001,School,School,Ngosa School,ngosa school,ZamStats,Copperbelt,102,Chingola,102002,-12.3064399998,27.4654998776,2010,27.4654998776173,-12.3064399998061
107,35LPG106194_001,School,School,Kamiteta School,kamiteta sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4863599997,28.0186004637,2010,28.0186004637405,-12.4863599997142
108,35LPG088155_002,School,Community School,Kambenje Community School,kambenje c sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5220699998,28.0020008089,2010,28.0020008088903,-12.5220699998306
109,35LNG935367_002,School,Basic School,Kawama Basic School,kawama bsch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3307900004,27.8607997896,2010,27.8607997895787,-12.3307900003582
110,35LNG440392_002,School,School,Chasoba School,chasoba school,ZamStats,Copperbelt,102,Chingola,102002,-12.30937,27.4048995975,2010,27.4048995975385,-12.3093700000254
111,35LNG923341_001,School,School,Chiko School,chiko school,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3542799999,27.8493995669,2010,27.8493995669365,-12.354279999922
112,35LNG393303_002,School,Basic School,Mutenda Basic School,mutenda basic,ZamStats,Copperbelt,102,Chingola,102002,-12.3899200004,27.3619003296,2010,27.3619003296366,-12.3899200004076
113,35LNG392304_002,School Affiliated Infrastructure,Teachers Compound,Mutenda Teachers Compound,school house,ZamStats,Copperbelt,102,Chingola,102002,-12.3889499997,27.3614006043,2010,27.3614006042545,-12.3889499997426
114,35LNF871839_001,School,Basic School,Fibale Basic School,fibale b sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8077600003,27.802700043,2010,27.8027000429727,-12.8077600003237
115,35LNF814793_001,School,Basic School,Filando Basic School,filando b sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8495700003,27.7506999967,2010,27.7506999967075,-12.8495700002553
116,35LNF902816_001,School,Basic School,Kaputula Basic School,kaputula b sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8289400004,27.8320007322,2010,27.832000732248,-12.8289400003807
117,35LNF893764_002,School,Basic School,Mwanawasa Basic School,mwanawasa b sc,ZamStats,Copperbelt,102,Kalulushi,102003,-12.8758200003,27.8236999511,2010,27.8236999510919,-12.8758200002927
118,35LNG762187_001,School,School,Kamita School,kamita sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4937800001,27.7019996647,2010,27.7019996646529,-12.4937800001468
119,35LNF852902_001,School,Community School,Kawama Community School,kawama com sch,ZamStats,Copperbelt,102,Kalulushi,102003,-12.7509700003,27.7849006655,2010,27.7849006655333,-12.7509700002652
120,35LNG597173_001,School,School,Chibangula School,chibangula sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5063899998,27.5503005983,2010,27.550300598294,-12.5063899997986
121,35LNG628231_002,School,School,Chiwangula School,chiwangula sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4544599999,27.577899933,2010,27.5778999330356,-12.454459999929
122,35LNG954410_001,School,School,Minasoko School,minasoko sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.2911699998,27.8773994444,2010,27.8773994444289,-12.2911699997956
123,35LNG830405_001,School,School,Frotas School,frotas pvt sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.2961399997,27.7632999419,2010,27.7632999419388,-12.2961399996612
124,35LNG827407_003,School,Basic School,Konkola Basic School,konkola b sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.2950200002,27.7607002258,2010,27.7607002258348,-12.2950200001728
125,35LPG000359_001,School,School,Lubansa School,lubansa school,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.33751,27.9200000761,2010,27.9200000761426,-12.3375099999865
126,35LNG825407_001,School Affiliated Infrastructure,Teachers Compound,Konkola Teachers Compound,teachers comp,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.2946199997,27.7593002323,2010,27.7593002323199,-12.2946199997132
127,35LNG473232_002,School,School,Chamakubi School,chamakubi sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4531699998,27.4354000094,2010,27.4354000094029,-12.4531699997956
128,35LNG944228_002,School,Middle School,Fitobaula Middle School,fitobaula m sh,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.4559799999,27.8691997525,2010,27.8691997524667,-12.4559799998771
129,35LNG564198_002,School,Basic School,Muchinshi Basic School,muchinshi b sc,ZamStats,Copperbelt,102,Chingola,102002,-12.4845099998,27.5198001864,2010,27.5198001864295,-12.4845099998366
130,35LNG521327_002,School,School,Twampane School,twampane sch,ZamStats,Copperbelt,102,Chingola,102002,-12.3679400003,27.47990036,2010,27.4799003600136,-12.3679400003307
131,35LPG141229_002,School,School,Fipimpili School,fipimpili sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.4546400001,28.0503005982,2010,28.0503005981941,-12.4546400001358
132,35LPG081081_002,School,Basic School,Luano Basic School,luano m b sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5889599998,27.9957008358,2010,27.9957008358249,-12.5889599998041
133,35LPG125093_002,School,Community School,Mbai Community School,mbai comm sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5780399998,28.0359001158,2010,28.0359001157977,-12.5780399998461
134,35LPG026346_002,School,School,Milyashi School,milyashi sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3491899999,27.9444999694,2010,27.9444999693981,-12.3491899999185
135,35LPG039071_002,School,Basic School,Musenga Basic School,musenga mb sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5980600004,27.956699371,2010,27.9566993709793,-12.5980600003687
136,35LPG039070_001,School Affiliated Infrastructure,School Compound,Musenga School Compound,school comp,ZamStats,Copperbelt,102,Chingola,102002,-12.5983399998,27.9570999146,2010,27.9570999146294,-12.5983399997911
137,35LNG683379_002,School,School,Chimfunshi School,chimfunshi sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3206100004,27.6282005313,2010,27.6282005313295,-12.3206100003512
138,35LNG770122_001,School,Basic School,G mwewa Basic School,g mwewa mb sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5525400002,27.7091007232,2010,27.7091007232199,-12.5525400002208
139,35LNG838195_002,School,Basic School,Kalilo Basic School,kalilo basic,ZamStats,Copperbelt,102,Chingola,102002,-12.4862900001,27.7719001767,2010,27.7719001766519,-12.4862900000834
140,35LNG814130_002,School,Basic School,Luankole Basic School,luankole basic,ZamStats,Copperbelt,102,Chingola,102002,-12.5454800002,27.7497997286,2010,27.7497997285747,-12.5454800002018
141,35LNG697340_001,School,School,Namubwela School,namubwela sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3557199998,27.6417007447,2010,27.6417007446937,-12.3557199997781
142,35LNG804219_001,School,School,School,new sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4646399999,27.7406005858,2010,27.7406005858484,-12.464639999936
143,35LNG839234_001,School Affiliated Infrastructure,School Compound,School Compound,sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4510399996,27.7721996311,2010,27.7721996311082,-12.4510399995963
144,35LNG884206_001,School,School,Shimulala School,shimulala sch,ZamStats,Copperbelt,102,Chingola,102002,-12.4766299998,27.8141002656,2010,27.8141002656148,-12.4766299997746
145,35LNG685379_001,School Affiliated Infrastructure,Teachers Compound,Chimfunshi Teachers Compound,teachers comp,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.32072,27.630199432,2010,27.6301994319583,-12.3207200000279
146,35LNG817168_001,School,School,Brickfield School,brickfield sch,ZamStats,Copperbelt,102,Chingola,102002,-12.5109699997,27.7525997165,2010,27.7525997165038,-12.5109699996657
147,35LNG637321_001,School,School,Butumba School,butumba sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3727900001,27.5867996213,2010,27.5867996213055,-12.3727900000584
148,35LNG689269_001,School,School,Chankwashi School,chankwashi sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.4198500002,27.6343002317,2010,27.6343002316704,-12.4198500001773
149,35LNG634353_001,School,School,River bnd School,river bnd sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.3439399997,27.5839004516,2010,27.5839004516446,-12.3439399997312
150,35LNG987225_001,School,School,Fikolongo School,fikolongo sch,ZamStats,Copperbelt,102,Chililabombwe,102001,-12.4589100001,27.9083003999,2010,27.9083003999435,-12.4589100000964
