FID,GlobalID,Type,SubType,Name,Orig_Name,Source,Province,Prov_Code,District,Distr_Code,LAT,LONG,Data_year,x,y
4919,35KMA840952_001,School,Basic School,Dabali Basic School,dabali bas sch,ZamStats,Southern,109,Kalomo,109004,-17.2275829101,26.8501911504,2010,26.8501911504013,-17.2275829101231
4920,35KMA942925_001,School,Basic School,Masempela Basic School,masempela b sc,ZamStats,Southern,109,Kalomo,109004,-17.2521720602,26.9458302603,2010,26.9458302602583,-17.2521720601924
4921,35KMA944929_001,School Affiliated Infrastructure,Teachers Compound,Masempela Teachers Compound,school house,ZamStats,Southern,109,Kalomo,109004,-17.2484655898,26.9475018598,2010,26.947501859823,-17.2484655898151
4922,35KMA943927_001,School Affiliated Infrastructure,Teachers Compound,Masempela Teachers Compound,teachers house,ZamStats,Southern,109,Kalomo,109004,-17.2502925904,26.9465717198,2010,26.9465717198091,-17.2502925904307
4923,35KMB575417_002,School Affiliated Infrastructure,Teachers Compound,Kaatete Teachers Compound B,teachers hs b,ZamStats,Southern,109,Kalomo,109004,-16.8074743002,26.6016623599,2010,26.60166235993,-16.8074743001987
4924,35KMB481532_001,School,Community School,Malyo Community School,malyo com sch,ZamStats,Southern,109,Kalomo,109004,-16.7032679598,26.5135699002,2010,26.5135699002308,-16.7032679598484
4925,35KMB632534_001,School,School,Chibomboma School,chibomboma sch,ZamStats,Southern,109,Kalomo,109004,-16.7011332598,26.6554987301,2010,26.6554987300824,-16.7011332597921
4926,35KMB648455_002,School Affiliated Infrastructure,Teachers Compound,Njezya Teachers Compound 1,teacher hqu,ZamStats,Southern,109,Kalomo,109004,-16.7724099504,26.6697558498,2010,26.6697558497527,-16.7724099503588
4927,35KMB565446_002,School Affiliated Infrastructure,Education Office,Munkombwe Education Office,munkombwe ed,ZamStats,Southern,109,Kalomo,109004,-16.7803598502,26.59251912,2010,26.5925191199615,-16.7803598502269
4928,35KMA075905_002,School Affiliated Infrastructure,Teachers Compound,Munkolo Teachers Compound,teachers hses,ZamStats,Southern,109,Kalomo,109004,-17.26795209,26.1302166003,2010,26.1302166003159,-17.2679520900169
4929,35KMA074905_002,School Affiliated Infrastructure,Teachers Compound,Munkolo Teachers Compound B,teachers b,ZamStats,Southern,109,Kalomo,109004,-17.2679122698,26.1295051403,2010,26.12950514035,-17.2679122698353
4930,35KMB573417_002,School Affiliated Infrastructure,Teachers Compound,Kaatete Teachers Compound A,teachers hs a,ZamStats,Southern,109,Kalomo,109004,-16.8069012297,26.5999845496,2010,26.5999845496473,-16.8069012297079
4931,35KMB254268_002,School Affiliated Infrastructure,Education Office,Mulengelele Education Office,mulengelele ed,ZamStats,Southern,109,Kalomo,109004,-16.9405045704,26.30030603,2010,26.3003060299993,-16.9405045704295
4932,35KMB232213_002,School Affiliated Infrastructure,Teachers Compound,Kalomo Teachers Compound,rr ts comp,ZamStats,Southern,109,Kalomo,109004,-16.9902465602,26.2787751001,2010,26.2787751000909,-16.9902465602305
4933,35KMB539117_002,School,School,Good hope School,good hope sch,ZamStats,Southern,109,Kalomo,109004,-17.07817079,26.5672363696,2010,26.5672363695629,-17.0781707900499
4934,35KMB634174_002,School,School,Mukwela School,mukwela sch,ZamStats,Southern,109,Kalomo,109004,-17.02641062,26.65615688,2010,26.656156880036,-17.0264106199541
4935,35KMB627093_001,School Affiliated Infrastructure,Teachers Compound,Teachers Compound,teachers house,ZamStats,Southern,109,Kalomo,109004,-17.1002173804,26.6497841203,2010,26.6497841203409,-17.1002173804277
4936,35KMB393131_001,School,School,Kinnertone School,kinnertone sch,ZamStats,Southern,109,Kalomo,109004,-17.0650374398,26.4304266103,2010,26.4304266102999,-17.0650374398259
4937,35KMA520646_001,School,Community School,Munyangwa Community School,munyangwa c sc,ZamStats,Southern,109,Zimba,109013,-17.50346974,26.5480356901,2010,26.548035690095,-17.5034697400365
4938,35KMA544604_001,School,Community School,Namafuka Community School,namafuka c sch,ZamStats,Southern,109,Zimba,109013,-17.5420297601,26.57087965,2010,26.5708796499759,-17.5420297600653
4939,35KMA746470_001,School,Community School,Chikuyu Community School,chikuyu c sch,ZamStats,Southern,109,Zimba,109013,-17.6633706298,26.7611902603,2010,26.7611902603223,-17.6633706297507
4940,35KMA808435_002,School,Basic School,Sialumba Basic School,sialumba b sch,ZamStats,Southern,109,Zimba,109013,-17.6946177802,26.8189771103,2010,26.8189771103055,-17.6946177801864
4941,35KMA857495_001,School,Community School,Piyo Community School,piyo csch,ZamStats,Southern,109,Zimba,109013,-17.64062441,26.8659695803,2010,26.8659695803319,-17.6406244099885
4942,35KMA933403_001,School,Community School,Siawaza Community School,siawaza csch,ZamStats,Southern,109,Zimba,109013,-17.7239680203,26.9375175901,2010,26.9375175900648,-17.7239680203078
4943,35KMB677709_001,School Affiliated Infrastructure,Teachers Compound,Sinalungu Teachers Compound,teachers house,ZamStats,Southern,109,Kalomo,109004,-16.5430041298,26.6976152001,2010,26.6976152000815,-16.5430041298367
4944,35KMA365651_001,School,Community School,Kabulau Community School,kabulau com sc,ZamStats,Southern,109,Zimba,109013,-17.4987618701,26.4021139702,2010,26.4021139701836,-17.4987618700642
4945,35KMA572723_002,School,Community School,Kakopa Community School,kakopa comm sc,ZamStats,Southern,109,Zimba,109013,-17.4345354498,26.5976944503,2010,26.5976944503387,-17.4345354497511
4946,35KMA255651_001,School,Pre-School,Kapani Pre-School,kapani pre sch,ZamStats,Southern,109,Zimba,109013,-17.4989662203,26.29866318,2010,26.2986631799619,-17.4989662203147
4947,35KMA614671_002,School,Community School,Konze Community School,konze com sch,ZamStats,Southern,109,Zimba,109013,-17.4818592597,26.6369801801,2010,26.6369801800913,-17.481859259697
4948,35KMA405676_001,School,Community School,Lonkwe Community School,lonkwe comm sc,ZamStats,Southern,109,Zimba,109013,-17.4765614803,26.4396950701,2010,26.4396950700715,-17.476561480328
4949,35KMA403793_001,School,Community School,Mabanga Community School,mabanga com sc,ZamStats,Southern,109,Zimba,109013,-17.37098336,26.4384672904,2010,26.4384672904332,-17.370983359994
4950,35KMA391767_001,School,Community School,Munachonga Community School,munachonga com,ZamStats,Southern,109,Zimba,109013,-17.3941583199,26.4271280796,2010,26.4271280795973,-17.3941583198505
4951,35KMA432796_001,School,Community School,Mutumbi Community School,mutumbi com sc,ZamStats,Southern,109,Zimba,109013,-17.3682810402,26.4653948199,2010,26.465394819915,-17.3682810402378
4952,35KMA467758_001,School,Pre-School,Simuyuni Pre-School,pre simuyuni s,ZamStats,Southern,109,Zimba,109013,-17.4021870903,26.4989759098,2010,26.4989759098104,-17.402187090262
4953,35KMA551848_001,School,Community School,Siamwamvwa Community School,siamwamvwa com,ZamStats,Southern,109,Kalomo,109004,-17.3217643197,26.5780508701,2010,26.5780508700516,-17.3217643196676
4954,35KMA525786_001,School,Community School,Sinangombe Community School,sinangombe com,ZamStats,Southern,109,Zimba,109013,-17.3772420497,26.5537751202,2010,26.5537751202257,-17.3772420496808
4955,35KMB537324_001,School,Community School,Butale Community School,butale csch,ZamStats,Southern,109,Kalomo,109004,-16.8906382799,26.5654193397,2010,26.5654193397308,-16.8906382799326
4956,35KMB434499_001,School,High School,Mubanga High School,mubanga h sch,ZamStats,Southern,109,Kalomo,109004,-16.7322211502,26.4691511703,2010,26.4691511702903,-16.7322211501859
4957,35KMB466124_001,College,College,Namiya College,namiya college,ZamStats,Southern,109,Kalomo,109004,-17.07181388,26.4982981501,2010,26.4982981501396,-17.0718138800065
4958,35KMB577381_001,School,Community School,Simbunji Community School,simbunji csch,ZamStats,Southern,109,Kalomo,109004,-16.8395088404,26.6029611303,2010,26.602961130252,-16.8395088403606
4959,35KMB467122_001,School Affiliated Infrastructure,Teachers Compound,Namiyanga Teachers Compound,teachers house,ZamStats,Southern,109,Kalomo,109004,-17.0735040901,26.49951361,2010,26.4995136099652,-17.0735040901416
4960,35KMA694963_001,School,Community School,Lugobo Community School,lugobo com sch,ZamStats,Southern,109,Kalomo,109004,-17.2175870697,26.7128810803,2010,26.7128810802977,-17.2175870696875
4961,35KMB316564_002,School,Basic School,Nameto Basic School,nameto basic,ZamStats,Southern,109,Kalomo,109004,-16.6738334002,26.35863595,2010,26.3586359499892,-16.6738334001912
4962,35KMB795042_001,School,Community School,Ako Community School,ako comm sch,ZamStats,Southern,109,Kalomo,109004,-17.1461094697,26.8073663303,2010,26.807366330292,-17.1461094696762
4963,35KMA483920_001,School,Community School,Makuyu Community School,makuyu com sch,ZamStats,Southern,109,Kalomo,109004,-17.2560657101,26.5142599797,2010,26.5142599797143,-17.2560657100644
4964,35KMB781123_002,School,Basic School,Moonde Basic School,moonde b sch,ZamStats,Southern,109,Kalomo,109004,-17.0730944597,26.7943194796,2010,26.7943194795604,-17.0730944597415
4965,35KMB936104_001,School,Community School,Siyoowi Community School,siyoowi com sc,ZamStats,Southern,109,Kalomo,109004,-17.0902116501,26.9399511897,2010,26.9399511896957,-17.0902116501475
4966,35KMB545458_001,School,School,Kalisowe School,kalisowe sch,ZamStats,Southern,109,Kalomo,109004,-16.7695924499,26.57372606,2010,26.5737260600097,-16.7695924499316
4967,35KMB279250_001,School,Community School,Kasumo Community School,kasumo comm sc,ZamStats,Southern,109,Kalomo,109004,-16.9570404804,26.3233206398,2010,26.3233206398357,-16.9570404804338
4968,35KMB574418_003,School,Primary School,Katete Primary School,katete p sch,ZamStats,Southern,109,Kalomo,109004,-16.8061315198,26.6005798298,2010,26.6005798297954,-16.8061315197538
4969,35KMB312242_001,School,Community School,Malala Community School,simumbwe com school,ZamStats,Southern,109,Kalomo,109004,-16.9647292801,26.3545083604,2010,26.3545083603726,-16.9647292801321
4970,35KMB685407_002,School,Basic School,Mission Basic School,mission b sch,ZamStats,Southern,109,Kalomo,109004,-16.8162400102,26.7049318504,2010,26.7049318504246,-16.8162400101683
4971,35KMA074905_003,School,Basic School,Munkolo Basic School,munkolo basic,ZamStats,Southern,109,Kalomo,109004,-17.2686881896,26.1297287703,2010,26.1297287702666,-17.2686881896082
4972,35KMB373262_001,School,Community School,Muumba Community School,muumba com sch,ZamStats,Southern,109,Kalomo,109004,-16.9465436502,26.41165827,2010,26.4116582700132,-16.9465436501692
4973,35KMB650455_001,School,Primary School,Njezya Primary School,njezya p sch,ZamStats,Southern,109,Kalomo,109004,-16.77281463,26.6718968397,2010,26.6718968396675,-16.7728146299912
4974,35KMB233216_003,School,Basic School,Kalomo Basic School,rr basic sch,ZamStats,Southern,109,Kalomo,109004,-16.9876437298,26.2796403702,2010,26.2796403702069,-16.9876437297743
4975,35KMB673327_001,School,Basic School,Kalonda Basic School,kalonda bsc sc,ZamStats,Southern,109,Kalomo,109004,-16.8885011499,26.6936895298,2010,26.693689529848,-16.8885011499081
4976,35KMB655297_001,School,School,Siabukandu School,siabukandu sch,ZamStats,Southern,109,Kalomo,109004,-16.9152360698,26.6761659898,2010,26.6761659897687,-16.9152360697888
4977,35KMB752288_002,School,Basic School,Tara Basic School,tara basic sch,ZamStats,Southern,109,Kalomo,109004,-16.9237300397,26.7678428899,2010,26.7678428899375,-16.9237300397095
4978,35KMB697275_002,School,Basic School,Zyangale Basic School,zyangale b sch,ZamStats,Southern,109,Kalomo,109004,-16.9353213701,26.7161464098,2010,26.716146409829,-16.9353213700851
4979,35KMA743949_001,School,School,Chawila School,chawila school,ZamStats,Southern,109,Kalomo,109004,-17.2302072002,26.7591894999,2010,26.7591894998956,-17.2302072002021
4980,35KMB919028_003,School,High School,Dimbwe High School,dimbwe hi sch,ZamStats,Southern,109,Kalomo,109004,-17.1594315903,26.92470769,2010,26.9247076900079,-17.1594315902956
4981,35KMB583905_002,School,Basic School,Chikanta Basic School,chikanta basic,ZamStats,Southern,109,Kalomo,109004,-16.3662225004,26.6097773798,2010,26.6097773798223,-16.3662225003681
4982,35KMB522939_001,School Affiliated Infrastructure,Education Office,Hakapika Education Office,hakapika ed,ZamStats,Southern,109,Kalomo,109004,-16.3349216199,26.5529844498,2010,26.5529844497726,-16.3349216199368
4983,35KMB566934_001,School,Community School,Kaminya Community School,kaminya com sc,ZamStats,Southern,109,Kalomo,109004,-16.3393111398,26.5937834498,2010,26.5937834498464,-16.3393111397972
4984,35KMB658917_002,School,Basic School,Mweebo Basic School,mweebo basic,ZamStats,Southern,109,Kalomo,109004,-16.3551463997,26.68009216,2010,26.6800921600252,-16.3551463996865
4985,35KMB698895_002,School,School,Nemfwe School,nemfwe school,ZamStats,Southern,109,Kalomo,109004,-16.3753851801,26.7176780398,2010,26.7176780398098,-16.3753851800819
4986,35KMB584905_001,School Affiliated Infrastructure,Teachers Compound,Chikanta Teachers Compound,teachershouse,ZamStats,Southern,109,Kalomo,109004,-16.36563996,26.6107425601,2010,26.6107425601211,-16.3656399600161
4987,35KMB699896_001,School Affiliated Infrastructure,Teachers Compound,Nemfwe Teachers Compound,teachershs,ZamStats,Southern,109,Kalomo,109004,-16.3742498499,26.7181726498,2010,26.718172649848,-16.3742498498506
4988,35KMB661918_001,School Affiliated Infrastructure,Teachers Compound,Mweebo Teachers Compound,teachershses,ZamStats,Southern,109,Kalomo,109004,-16.35419522,26.6828207202,2010,26.6828207202001,-16.3541952200333
4989,35KMB621890_002,School,Basic School,Chilala Basic School,chilala basic,ZamStats,Southern,109,Kalomo,109004,-16.3796851796,26.6457792504,2010,26.6457792504121,-16.3796851796273
4990,35KMB604854_001,School,Community School,Chilala Community School,chilala com sh,ZamStats,Southern,109,Kalomo,109004,-16.4116384202,26.6298438204,2010,26.629843820436,-16.4116384201769
4991,35KMB481912_001,School,Basic School,Habulile Basic School,habulile basic,ZamStats,Southern,109,Kalomo,109004,-16.3597293799,26.51496179,2010,26.5149617899547,-16.3597293799069
4992,35KMC355008_002,School,Basic School,Hapuya Basic School,hapuya basic,ZamStats,Central,101,Itezhi-Tezhi,101004,-16.2721175296,26.3963670001,2010,26.396367000137,-16.2721175296003
4993,35KMB571871_001,School,School,Lukwaata School,lukwaata sch,ZamStats,Southern,109,Kalomo,109004,-16.3965004496,26.5988263398,2010,26.5988263397638,-16.396500449636
4994,35KMB584903_001,School Affiliated Infrastructure,Teachers Compound,Chikanta Teachers Compound,school houses,ZamStats,Southern,109,Kalomo,109004,-16.36761515,26.6108268797,2010,26.6108268796568,-16.3676151500191
4995,35KMC270108_001,School,School,Mbila School,mbila school,ZamStats,Central,101,Itezhi-Tezhi,101004,-16.1812194801,26.3179997299,2010,26.3179997299036,-16.1812194800949
4996,35KMB333637_002,School,Community School,Cheenza Community School,cheenza com sh,ZamStats,Southern,109,Kalomo,109004,-16.6079496301,26.3753370601,2010,26.3753370600573,-16.6079496300713
4997,35KMB430666_002,School,Community School,Gombe Community School,gombe comm sch,ZamStats,Southern,109,Kalomo,109004,-16.5818862699,26.46648564,2010,26.4664856400003,-16.5818862699354
4998,35KMB238691_001,School,Basic School,Habulungu Basic School,habulungu b sc,ZamStats,Southern,109,Kalomo,109004,-16.5588741701,26.28589771,2010,26.2858977100113,-16.5588741701068
4999,35KMB376680_001,School,Primary School,Kasyu Primary School,kasyu p school,ZamStats,Southern,109,Kalomo,109004,-16.5687647404,26.4156696897,2010,26.4156696897045,-16.5687647404004
5000,35KMB265714_001,School,Primary School,Omba Primary School,omba pr school,ZamStats,Southern,109,Kalomo,109004,-16.53773468,26.3119234299,2010,26.3119234299224,-16.5377346800115
5001,35KMB284735_001,School,Pre-School,Simasebele Pre-School,simasebele pre,ZamStats,Southern,109,Kalomo,109004,-16.5189609798,26.3296971704,2010,26.3296971703882,-16.5189609797654
5002,35KMB266714_001,School Affiliated Infrastructure,Teachers Compound,Omba Teachers Compound,teachers hses,ZamStats,Southern,109,Kalomo,109004,-16.5373962202,26.3123681797,2010,26.3123681797478,-16.5373962201594
5003,35KMB485814_001,School,School,Shimbwali School,shimbwali sch,ZamStats,Southern,109,Kalomo,109004,-16.4481100004,26.5180299998,2010,26.5180299997847,-16.4481100003762
5004,35KMB208946_002,School,Community School,Kabombo Community School,kabombo com school,ZamStats,Central,101,Itezhi-Tezhi,101004,-16.3278000002,26.2586300003,2010,26.2586300002744,-16.3278000001698
5005,35KMB206831_002,School,Community School,Mwiili Community School,mwiili community school,ZamStats,Southern,109,Kalomo,109004,-16.4320299999,26.2568700001,2010,26.2568700000505,-16.4320299998845
5006,35KMB284949_002,School,Basic School,Bungashiya Basic School,bungashiya basic school,ZamStats,Southern,109,Kalomo,109004,-16.3254899998,26.3303600004,2010,26.3303600004137,-16.3254899997636
5007,35KMB332901_002,School,Community School,Hnakapende Community School,hnakapende com school,ZamStats,Southern,109,Kalomo,109004,-16.3693699998,26.3745100003,2010,26.3745100003363,-16.3693699998256
5008,35KMB403833_001,School,Basic School,Chilwi Basic School,chilwi b sch,ZamStats,Southern,109,Kalomo,109004,-16.4303800002,26.4416500001,2010,26.4416500001474,-16.4303800002368
5009,35KMB455735_001,School,High School,Jonathan sim chikanta High School,jonathan sim chikanta high,ZamStats,Southern,109,Kalomo,109004,-16.5192799999,26.4896899996,2010,26.4896899995938,-16.519279999872
5010,35KMB466736_001,School,Basic School,Kalemu Basic School,kalemu basic,ZamStats,Southern,109,Kalomo,109004,-16.5188800003,26.5001600004,2010,26.5001600003837,-16.5188800003117
5011,35KMB353740_001,School,Basic School,Dunuka Basic School,dunuka b sch,ZamStats,Southern,109,Kalomo,109004,-16.5148699998,26.3938700001,2010,26.3938700001005,-16.5148699997507
5012,35KMB780512_002,School,Basic School,Maumbwe Basic School,maumbwe basic school,ZamStats,Southern,109,Kalomo,109004,-16.7214899998,26.7941400001,2010,26.794140000061,-16.7214899997636
5013,35KNB448921_002,School,Basic School,St marys Basic School,st marys b sc,ZamStats,Southern,109,Monze,109008,-16.3509599998,27.4196600003,2010,27.4196600003088,-16.3509599998041
5014,35KMB755572_002,School,Basic School,Chifusa Basic School,chifusa basic school,ZamStats,Southern,109,Kalomo,109004,-16.6675499998,26.7709200004,2010,26.7709200003578,-16.6675499998326
5015,35KMB756572_002,School Affiliated Infrastructure,Teachers Compound,Chifusa Teachers Compound,chifusa teachers houses,ZamStats,Southern,109,Kalomo,109004,-16.6674299997,26.7715600002,2010,26.7715600001939,-16.6674299996947
5016,35KMB667708_001,School,Nursery School,Katubya Nursery School,katubya comm nursery school,ZamStats,Southern,109,Kalomo,109004,-16.5440000004,26.6883399999,2010,26.6883399998911,-16.5440000003996
5017,35KMB487632_002,School,Basic School,Dongo Basic School,dongo basic school,ZamStats,Southern,109,Kalomo,109004,-16.6123100002,26.5190900001,2010,26.5190900001035,-16.6123100002063
5018,35KMB545671_002,School,Basic School,Kasukwe Basic School,kasukwe b school,ZamStats,Southern,109,Kalomo,109004,-16.5774899998,26.5735499997,2010,26.5735499997327,-16.5774899997637
5019,35KMB403598_002,School,Middle School,Sichikwalula Middle School,sichikwalula mid school,ZamStats,Southern,109,Kalomo,109004,-16.6428700003,26.44073,2010,26.4407299999896,-16.6428700002502
5020,35KMB593601_002,School,Basic School,Sichibeya Basic School,sichibeya b school,ZamStats,Southern,109,Kalomo,109004,-16.6406500004,26.6192799997,2010,26.6192799996723,-16.6406500003972
5021,35KMB524574_002,School,Basic School,Naluja Basic School,naluja b school,ZamStats,Southern,109,Kalomo,109004,-16.6651800003,26.5543399997,2010,26.5543399996913,-16.6651800002568
5022,35KMB526574_001,School Affiliated Infrastructure,Teachers Compound,Naluja Teachers Compound,school houses,ZamStats,Southern,109,Kalomo,109004,-16.66459,26.5559300002,2010,26.5559300001694,-16.6645900000285
5023,35KMB715507_001,School Affiliated Infrastructure,Teachers Compound,Nakabanga Teachers Compound,nakabanga teachers house,ZamStats,Southern,109,Kalomo,109004,-16.72565,26.7327399997,2010,26.7327399996513,-16.7256500000474
5024,35KMB725508_002,School,Basic School,Nakabanga Basic School,nakabanga basic school,ZamStats,Southern,109,Kalomo,109004,-16.7252899996,26.7426099998,2010,26.7426099997517,-16.7252899996337
5025,35KMB726508_001,School Affiliated Infrastructure,Teachers Compound,Nakabanga Teachers Compound,nakabanga teachers house,ZamStats,Southern,109,Kalomo,109004,-16.7252800001,26.7437500002,2010,26.7437500001624,-16.7252800000719
5026,35KMB165316_002,School,Community School,Katondo Community School,katondo com sch,ZamStats,Southern,109,Kazungula,109005,-16.8972100002,26.21648,2010,26.2164799999521,-16.8972100002413
5027,35KMB205291_002,School,Community School,Mapampi Community School,mapampi com sch,ZamStats,Southern,109,Kazungula,109005,-16.9199399998,26.2535699999,2010,26.2535699998556,-16.9199399998311
5028,35KMB136240_002,School,Community School,Simumbwe Community School,simumbwe com school,ZamStats,Southern,109,Kazungula,109005,-16.9660199997,26.1890500004,2010,26.1890500003573,-16.9660199997232
5029,35KMB084332_002,School,School,Sichifulo School,sichifulo school,ZamStats,Southern,109,Kazungula,109005,-16.8823199998,26.14064,2010,26.140640000036,-16.8823199997681
5030,35KLA087386_002,School,School,Mambova School,mambova school,ZamStats,Southern,109,Kazungula,109005,-17.7314109804,25.19626999,2010,25.1962699899681,-17.7314109804324
5031,35KLA087386_003,School Affiliated Infrastructure,Teachers Compound,Mambova Teachers Compound,teachers hse,ZamStats,Southern,109,Kazungula,109005,-17.7309723604,25.1966289903,2010,25.1966289903357,-17.7309723603861
5032,35KLA453891_002,School,Community School,Katubya Community School,katubya comm school,ZamStats,Southern,109,Kazungula,109005,-17.2778200001,25.5447006228,2010,25.5447006228355,-17.2778200000929
5033,35KLA412716_002,School,School,Mutwanjili School,mutwanjili school,ZamStats,Southern,109,Kazungula,109005,-17.4358899996,25.5053005218,2010,25.5053005218017,-17.4358899996237
5034,35KLB618055_002,School,Community School,Kanimbwa Community School,kanimbwa comm school,ZamStats,Southern,109,Kazungula,109005,-17.13058,25.701400757,2010,25.7014007570394,-17.130579999967
5035,35KLA245878_002,School,Community School,Saala Community School,saala comm school,ZamStats,Southern,109,Kazungula,109005,-17.2876300001,25.3497009276,2010,25.3497009275558,-17.2876300001244
5036,35KLA558607_002,School,Basic School,Makunka Basic School,makunka basic,ZamStats,Southern,109,Kazungula,109005,-17.5351399999,25.6415004733,2010,25.6415004732683,-17.535139999911
5037,35KLA566921_002,School,Community School,Kanono Community School,kanono comm school,ZamStats,Southern,109,Kazungula,109005,-17.2516500001,25.6516990659,2010,25.6516990658592,-17.2516500001473
5038,35KLA541475_002,School,Basic School,Sekute Basic School,sekute basic school,ZamStats,Southern,109,Kazungula,109005,-17.6541100004,25.6250991819,2010,25.6250991818818,-17.6541100003762
5039,35KLB494182_002,School,Community School,Guta Community School,guta com school,ZamStats,Southern,109,Kazungula,109005,-17.0151600004,25.5858001709,2010,25.5858001709412,-17.0151600004336
5040,35KMA229734_003,School Affiliated Infrastructure,Teachers Compound,Muzya Teachers Compound,teachers houses,ZamStats,Southern,109,Zimba,109013,-17.4236299999,26.2744998931,2010,26.2744998930557,-17.4236299999245
5041,35KMA312676_003,School,Community School,Sindowe Community School,sindowe community sch,ZamStats,Southern,109,Zimba,109013,-17.4757300004,26.3523998261,2010,26.3523998260911,-17.4757300004391
5042,35KLA940859_003,School,Community School,Chinkozya Community School,chinkozya community school,ZamStats,Southern,109,Kalomo,109004,-17.3089900004,26.0027008056,2010,26.0027008055977,-17.3089900003882
5043,35KMB573417_003,School Affiliated Infrastructure,Teachers Compound,Katete Teachers Compound A,katete teachers houses a,ZamStats,Southern,109,Kalomo,109004,-16.8069000003,26.6000003813,2010,26.6000003813126,-16.8069000003347
5044,35KMB232213_003,School Affiliated Infrastructure,School Compound,Kalomo School Compound,r r school compound,ZamStats,Southern,109,Kalomo,109004,-16.9902500001,26.2787990571,2010,26.2787990571308,-16.9902500001373
5045,35KLA365270_002,School,School,Namukaba School,namukaba  school,ZamStats,Southern,109,Kazungula,109005,-17.8379300003,25.4577007297,2010,25.457700729705,-17.8379300002692
5046,35KLA473285_001,School,Basic School,Mandia Basic School,mandia basic school,ZamStats,Southern,109,Kazungula,109005,-17.8257600002,25.5599994659,2010,25.5599994659027,-17.8257600002238
5047,35KMA027699_001,School,Basic School,Makoli Basic School,makoli basic school,ZamStats,Southern,109,Zimba,109013,-17.4542799996,26.0839004519,2010,26.0839004519444,-17.4542799996223
5048,35KMA517923_003,School,Basic School,Inkumbi Basic School,inkumbi basic school,ZamStats,Southern,109,Kalomo,109004,-17.2536499997,26.5459003452,2010,26.5459003452248,-17.2536499997477
5049,35KMA457651_003,School,Basic School,Mafumba Basic School,mafumba basic school,ZamStats,Southern,109,Zimba,109013,-17.4992100004,26.4890003203,2010,26.4890003203086,-17.4992100004411
5050,35KMA350425_001,School,Basic School,Syejumba Basic School,syejumba basic school,ZamStats,Southern,109,Zimba,109013,-17.7031599996,26.3878993992,2010,26.3878993992379,-17.7031599996342
5051,35KLB736152_002,School,Basic School,Chiili Basic School,chiili  primary  school,ZamStats,Southern,109,Kazungula,109005,-17.0436399999,25.8125991824,2010,25.8125991824064,-17.0436399998861
5052,35KLB741075_001,School Affiliated Infrastructure,Teachers Compound,Teachers Compound,teachers houses,ZamStats,Southern,109,Kazungula,109005,-17.1131999998,25.8166007995,2010,25.8166007994873,-17.1131999997801
5053,35KLA894893_001,School,Community School,Kantamba Community School,kantamba community school,ZamStats,Southern,109,Kazungula,109005,-17.2783100002,25.9598007203,2010,25.9598007203271,-17.2783100002063
5054,35KLB746000_001,School,Basic School,Siamundele Basic School,siamundele basic school,ZamStats,Southern,109,Kazungula,109005,-17.1807,25.8213005063,2010,25.8213005063134,-17.1807000000049
5055,35KLA948911_001,School,Community School,Muchindu Community School,muchindu community school,ZamStats,Southern,109,Kazungula,109005,-17.2620899996,26.0107002257,2010,26.0107002257349,-17.2620899995538
5056,35KLA824992_001,School,Basic School,Nyawa Basic School,nyawa basic school,ZamStats,Southern,109,Kazungula,109005,-17.1886800002,25.8948993687,2010,25.8948993687109,-17.1886800001818
5057,35KLA877206_001,School,Basic School,Mukuni Basic School,mukuni basic school,ZamStats,Southern,109,Kazungula,109005,-17.8993600003,25.9400997165,2010,25.9400997165287,-17.8993600002638
5058,35KLA878205_001,School,Secondary School,Mukuni Secondary School,mukuni  secondary school,ZamStats,Southern,109,Kazungula,109005,-17.9001499998,25.9416007992,2010,25.9416007992376,-17.9001499998226
5059,35KLA171321_002,School Affiliated Infrastructure,Teachers Compound,Teachers Compound,teachers houses,ZamStats,Southern,109,Kazungula,109005,-17.7903899996,25.2752990722,2010,25.2752990721945,-17.7903899995987
5060,35KLA214326_001,School Affiliated Infrastructure,Teachers Compound,Teachers Compound,teachers houses,ZamStats,Southern,109,Kazungula,109005,-17.7859600004,25.315999985,2010,25.3159999850113,-17.7859600003537
5061,35KLA917181_002,School,School,Ngandu School,ngandu  school,ZamStats,Southern,109,Kazungula,109005,-17.9221400004,25.9783992767,2010,25.9783992767053,-17.9221400003607
5062,35KLA923241_001,School,Middle School,Kamwi Middle School,kamwi  middle basic school,ZamStats,Southern,109,Kazungula,109005,-17.8681600004,25.9839992526,2010,25.9839992525635,-17.8681600003837
5063,35KMA159693_002,School,Primary School,Manyemunyemu Primary School,manyemunyemu primary school,ZamStats,Southern,109,Zimba,109013,-17.4604400004,26.2080993653,2010,26.2080993652935,-17.4604400004056
5064,35KMA136478_001,School,Primary School,Mulindi Primary School,mulindi  primary school,ZamStats,Southern,109,Kazungula,109005,-17.65414,26.1854991909,2010,26.185499190935,-17.654139999961
5065,35KMA027442_001,School,Primary School,Libala Primary School,libala  primary school,ZamStats,Southern,109,Kazungula,109005,-17.6869300003,26.0830001829,2010,26.0830001829121,-17.6869300003192
5066,35KMA089525_002,School,Primary School,Katapazi Primary School,katapazi primary school,ZamStats,Southern,109,Kazungula,109005,-17.6121899999,26.1415996549,2010,26.1415996549002,-17.6121899998686
